SSID,BSSID,Channel,PWR,Distance,Auth,WPS,Manufacturer,Uptime,Beacons,Timestamp
WE_EDF20C,20:e8:82:ed:f2:0c,1,-60,10.0,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000cbe0d9cb0000000000027609a000c400000080000000ffffffffffff20e882edf20c20e882edf20c4016...,2026-04-10T03:55:47.652011
WE_EDF20C,20:e8:82:ed:f2:0c,1,-60,10.0,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000cb70dbcb0000000000027609a000c400000080000000ffffffffffff20e882edf20c20e882edf20c5016...,2026-04-10T03:55:47.752640
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f4800004398dccb0000000000027609a000bc00000080000000ffffffffffff609bb42b503c609bb42b503c80cb...,2026-04-10T03:55:47.822236
WE_EDF20C,20:e8:82:ed:f2:0c,1,-60,10.0,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800006a09d2790000000000027609a000c400000080000000ffffffffffff20e882edf20c20e882edf20c6016...,2026-04-10T03:55:47.845737
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f4800004328decb0000000000027609a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c90cb...,2026-04-10T03:55:47.937559
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000e950d6790000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503cb0cb...,2026-04-10T03:55:48.129031
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 28m,00001a002f4800004295d8790000000000027b09a000b800000080000000ffffffffffff58be727f702458be727f7024502a...,2026-04-10T03:55:48.283004
Hidden,60:9b:b4:2b:50:3c,2,-72,39.81,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000a20c2b5a0000000000027b09a000b800000080000000ffffffffffff609bb42b503c609bb42b503cd0cb...,2026-04-10T03:55:48.345251
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f4800003bd5de790000000000028009a000bc00000080000000ffffffffffff58be727f702458be727f7024902a...,2026-04-10T03:55:48.712389
Vodafone_VDSL,f4:fc:49:3b:c3:c8,6,-78,79.43,WPA2,V1.0 (PBC/PIN),Unknown,1d 9h 42m,00001a002f480000662a355a0000000000028509a000b200000080000000fffffffffffff4fc493bc3c8f4fc493bc3c8308f...,2026-04-10T03:55:49.014484
Vodafone_VDSL,f4:fc:49:3b:c3:c8,6,-80,100.0,WPA2,V1.0 (PBC/PIN),Unknown,1d 9h 42m,00001a002f480000eba03d420000000000028509a000b000000080000000fffffffffffff4fc493bc3c8f4fc493bc3c8508f...,2026-04-10T03:55:49.202781
Vodafone_VDSL,f4:fc:49:3b:c3:c8,6,-78,79.43,WPA2,V1.0 (PBC/PIN),Unknown,1d 9h 42m,00001a002f480000ea303f420000000000028509a000b200000080000000fffffffffffff4fc493bc3c8f4fc493bc3c8608f...,2026-04-10T03:55:49.317840
Hidden,58:be:72:7f:70:24,6,-80,100.0,WPA2,N/A,Unknown,6d 17h 28m,00001a002f48000067b740420000000000028509a000b000000080000000ffffffffffff58be727f702458be727f7024002b...,2026-04-10T03:55:49.409513
Hidden,58:be:72:7f:70:24,6,-70,31.62,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000f410405a0000000000028a09a000ba00000080000000ffffffffffff58be727f702458be727f7024302b...,2026-04-10T03:55:49.709517
AASR,48:4c:29:a6:b5:88,9,-82,125.89,WPA,N/A,Unknown,6d 17h 28m,00001a002f4800007f56475a0000000000028f09a000ae00000080000000ffffffffffff484c29a6b588484c29a6b588e0d6...,2026-04-10T03:55:50.195480
AASR,48:4c:29:a6:b5:88,9,-68,25.12,WPA,N/A,Unknown,6d 17h 28m,00001a002f480000fe00325a0000000000028f09a000bc00000080000000ffffffffffff484c29a6b588484c29a6b588f0d6...,2026-04-10T03:55:50.290436
AASR,48:4c:29:a6:b5:88,9,-70,31.62,WPA,N/A,Unknown,6d 17h 28m,00001a002f4800001d21355a0000000000028f09a000ba00000080000000ffffffffffff484c29a6b588484c29a6b58810d7...,2026-04-10T03:55:50.500452
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f48000077ab355a0000000000028f09a000b600000080000000ffffffffffff58be727f702458be727f7024b02b...,2026-04-10T03:55:50.533016
AASR,48:4c:29:a6:b5:88,9,-70,31.62,WPA,N/A,Unknown,6d 17h 28m,00001a002f48000073264f5a0000000000029409a000ba00000080000000ffffffffffff484c29a6b588484c29a6b58830d7...,2026-04-10T03:55:50.701301
AASR,48:4c:29:a6:b5:88,9,-70,31.62,WPA,N/A,Unknown,6d 17h 28m,00001a002f480000e5603b5a0000000000029409a000ba00000080000000ffffffffffff484c29a6b588484c29a6b58850d7...,2026-04-10T03:55:50.902933
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 46m,00001a002f480000f42e3c5a0000000000029409a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5cf0bc...,2026-04-10T03:55:50.966472
AASR,48:4c:29:a6:b5:88,9,-78,79.43,WPA,N/A,Unknown,6d 17h 28m,00001a002f480000b064dc690000000000029409a000b200000080000000ffffffffffff484c29a6b588484c29a6b58860d7...,2026-04-10T03:55:51.004654
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 53m,00001a002f48000076023e5a0000000000029909a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c43097...,2026-04-10T03:55:51.078732
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 46m,00001a002f480000eae3c1860000000000029909a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5c10bd...,2026-04-10T03:55:51.155261
AASR,48:4c:29:a6:b5:88,9,-68,25.12,WPA,N/A,Unknown,6d 17h 28m,00001a002f480000e514e1690000000000029909a000bc00000080000000ffffffffffff484c29a6b588484c29a6b58890d7...,2026-04-10T03:55:51.308778
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 46m,00001a002f480000606f425a0000000000029909a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5c30bd...,2026-04-10T03:55:51.361467
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 53m,00001a002f4800005eafe3690000000000029909a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c47097...,2026-04-10T03:55:51.489905
AASR,48:4c:29:a6:b5:88,9,-68,25.12,WPA,N/A,Unknown,6d 17h 28m,00001a002f4800005357c7860000000000029e09a000bc00000080000000ffffffffffff484c29a6b588484c29a6b588b0d7...,2026-04-10T03:55:51.514692
AASR,48:4c:29:a6:b5:88,9,-70,31.62,WPA,N/A,Unknown,6d 17h 28m,00001a002f480000e2e0475a0000000000029e09a000ba00000080000000ffffffffffff484c29a6b588484c29a6b588d0d7...,2026-04-10T03:55:51.717928
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 46m,00001a002f48000017ad485a0000000000029e09a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5c70bd...,2026-04-10T03:55:51.769373
Hidden,58:be:72:7e:a0:c4,11,-74,50.12,WPA2,N/A,Unknown,5d 5h 53m,00001a002f480000f86be8690000000000029e09a000b600000080000000ffffffffffff58be727ea0c458be727ea0c4a097...,2026-04-10T03:55:51.789465
Nora,58:be:72:7f:6c:5c,11,-72,39.81,WPA,N/A,Unknown,6d 12h 46m,00001a002f480000c864ce860000000000029e09a000b800000080000000ffffffffffff58be727f6c5c58be727f6c5c90bd...,2026-04-10T03:55:51.974120
Hidden,58:be:72:7e:a0:c4,11,-72,39.81,WPA2,N/A,Unknown,5d 5h 53m,00001a002f4800009d87eb690000000000029e09a000b800000080000000ffffffffffff58be727ea0c458be727ea0c4c097...,2026-04-10T03:55:51.993038
Nora,58:be:72:7f:6c:5c,11,-74,50.12,WPA,N/A,Unknown,6d 12h 46m,00001a002f4800001aa5d486000000000002a309a000b600000080000000ffffffffffff58be727f6c5c58be727f6c5cd0bd...,2026-04-10T03:55:52.383854
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 46m,00001a002f4800006dc1f769000000000002a809a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5c20be...,2026-04-10T03:55:52.809322
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000d1402ecc0000000000026c09a000c000000080000000ffffffffffff20e882edf20c20e882edf20cc019...,2026-04-10T03:55:53.185089
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f48000078682fcc0000000000026c09a000ba00000080000000ffffffffffff609bb42b503c609bb42b503cd0ce...,2026-04-10T03:55:53.252652
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f48000033d9247a0000000000026c09a000c000000080000000ffffffffffff20e882edf20c20e882edf20cd019...,2026-04-10T03:55:53.268335
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000caf032cc0000000000026c09a000c000000080000000ffffffffffff20e882edf20c20e882edf20cf019...,2026-04-10T03:55:53.474498
Hidden,60:9b:b4:2b:50:3c,2,-66,19.95,WPA2,N/A,Unknown,1d 12h 21m,00001a002f4800007a1834cc0000000000027109a000be00000080000000ffffffffffff609bb42b503c609bb42b503c00cf...,2026-04-10T03:55:53.565932
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000e5402c7a0000000000027109a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c20cf...,2026-04-10T03:55:53.774089
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000e4d02d7a0000000000027109a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c30cf...,2026-04-10T03:55:53.875033
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000e5602f7a0000000000027109a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c40cf...,2026-04-10T03:55:53.967169
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800002dc92f7a0000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20c401a...,2026-04-10T03:55:53.991567
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000cc503ccc0000000000027609a000c600000080000000ffffffffffff20e882edf20c20e882edf20c501a...,2026-04-10T03:55:54.088097
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f48000095083fcc0000000000027609a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c70cf...,2026-04-10T03:55:54.280202
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800002b79347a0000000000027609a000c600000080000000ffffffffffff20e882edf20c20e882edf20c701a...,2026-04-10T03:55:54.298631
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800008d0241cc0000000000027609a000c600000080000000ffffffffffff20e882edf20c20e882edf20c801a...,2026-04-10T03:55:54.408900
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000cb9042cc0000000000027b09a000c600000080000000ffffffffffff20e882edf20c20e882edf20c901a...,2026-04-10T03:55:54.508579
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f4800008bb843cc0000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503ca0cf...,2026-04-10T03:55:54.581184
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000ec503a7a0000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503cb0cf...,2026-04-10T03:55:54.686388
Hidden,58:be:72:7f:70:24,6,-78,79.43,WPA2,N/A,Unknown,6d 17h 28m,00001a002f48000058053b7a0000000000027b09a000b200000080000000ffffffffffff58be727f702458be727f7024402e...,2026-04-10T03:55:54.735837
Hidden,60:9b:b4:2b:50:3c,2,-72,39.81,WPA2,N/A,Unknown,1d 12h 21m,00001a002f4800009f7c8d5a0000000000027b09a000b800000080000000ffffffffffff609bb42b503c609bb42b503cc0cf...,2026-04-10T03:55:54.806324
Hidden,60:9b:b4:2b:50:3c,2,-72,39.81,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000e4703d7a0000000000027b09a000b800000080000000ffffffffffff609bb42b503c609bb42b503cd0cf...,2026-04-10T03:55:54.889384
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f48000053d5427a0000000000028009a000bc00000080000000ffffffffffff58be727f702458be727f7024902e...,2026-04-10T03:55:55.239009
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000f290975a0000000000028009a000bc00000080000000ffffffffffff58be727f702458be727f7024b02e...,2026-04-10T03:55:55.456022
Hidden,58:be:72:7f:70:24,6,-66,19.95,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000f6b09a5a0000000000028509a000be00000080000000ffffffffffff58be727f702458be727f7024d02e...,2026-04-10T03:55:55.645752
Vodafone_VDSL,f4:fc:49:3b:c3:c8,6,-78,79.43,WPA2,V1.0 (PBC/PIN),Unknown,1d 9h 42m,00001a002f4800001cba9a5a0000000000028509a000b200000080000000fffffffffffff4fc493bc3c8f4fc493bc3c84093...,2026-04-10T03:55:55.656021
Vodafone_VDSL,f4:fc:49:3b:c3:c8,6,-82,125.89,WPA2,V1.0 (PBC/PIN),Unknown,1d 9h 42m,00001a002f4800004da1a1420000000000028509a000ae00000080000000fffffffffffff4fc493bc3c8f4fc493bc3c85093...,2026-04-10T03:55:55.767720
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000bd27a3420000000000028509a000bc00000080000000ffffffffffff58be727f702458be727f7024f02e...,2026-04-10T03:55:55.861629
Vodafone_VDSL,f4:fc:49:3b:c3:c8,6,-78,79.43,WPA2,V1.0 (PBC/PIN),Unknown,1d 9h 42m,00001a002f4800001bda9d5a0000000000028509a000b200000080000000fffffffffffff4fc493bc3c8f4fc493bc3c86093...,2026-04-10T03:55:55.887513
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000b547a6420000000000028a09a000bc00000080000000ffffffffffff58be727f702458be727f7024102f...,2026-04-10T03:55:56.059169
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000ed10a45a0000000000028a09a000bc00000080000000ffffffffffff58be727f702458be727f7024302f...,2026-04-10T03:55:56.262870
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000f0a0a55a0000000000028a09a000b600000080000000ffffffffffff58be727f702458be727f7024402f...,2026-04-10T03:55:56.372834
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 28m,00001a002f48000063a6a65a0000000000028a09a000b400000080000000ffffffffffff484c29a6b588484c29a6b588c0da...,2026-04-10T03:55:56.435072
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f4800007e4b905a0000000000028a09a000bc00000080000000ffffffffffff58be727f702458be727f7024502f...,2026-04-10T03:55:56.466972
Hidden,58:be:72:7f:70:24,6,-78,79.43,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000f4e0ab5a0000000000028f09a000b200000080000000ffffffffffff58be727f702458be727f7024802f...,2026-04-10T03:55:56.783520
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 29m,00001a002f4800005de6ac5a0000000000028f09a000b800000080000000ffffffffffff484c29a6b588484c29a6b58800db...,2026-04-10T03:55:56.851914
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 29m,00001a002f4800008a8b965a0000000000028f09a000b800000080000000ffffffffffff58be727f702458be727f7024902f...,2026-04-10T03:55:56.885143
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 29m,00001a002f4800006306b05a0000000000028f09a000b400000080000000ffffffffffff484c29a6b588484c29a6b58820db...,2026-04-10T03:55:57.049946
AASR,48:4c:29:a6:b5:88,9,-74,50.12,WPA,N/A,Unknown,6d 17h 29m,00001a002f480000706c9f5a0000000000029409a000b600000080000000ffffffffffff484c29a6b588484c29a6b58860db...,2026-04-10T03:55:57.471265
AASR,48:4c:29:a6:b5:88,9,-78,79.43,WPA,N/A,Unknown,6d 17h 29m,00001a002f48000089f2a05a0000000000029409a000b200000080000000ffffffffffff484c29a6b588484c29a6b58870db...,2026-04-10T03:55:57.553683
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 53m,00001a002f4800009daea35a0000000000029909a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4509b...,2026-04-10T03:55:57.751814
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 53m,00001a002f4800009ab927870000000000029909a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4609b...,2026-04-10T03:55:57.851025
Nora,58:be:72:7f:6c:5c,11,-74,50.12,WPA,N/A,Unknown,6d 12h 47m,00001a002f4800005d0329870000000000029909a000b600000080000000ffffffffffff58be727f6c5c58be727f6c5c50c1...,2026-04-10T03:55:57.928419
Hidden,58:be:72:7e:a0:c4,11,-76,63.1,WPA2,N/A,Unknown,5d 5h 53m,00001a002f4800000025466a0000000000029909a000b400000080000000ffffffffffff58be727ea0c458be727ea0c4709b...,2026-04-10T03:55:57.942072
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 53m,00001a002f480000e8d72a870000000000029e09a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4809b...,2026-04-10T03:55:58.042698
Nora,58:be:72:7f:6c:5c,11,-72,39.81,WPA,N/A,Unknown,6d 12h 47m,00001a002f48000058232c870000000000029e09a000b800000080000000ffffffffffff58be727f6c5c58be727f6c5c70c1...,2026-04-10T03:55:58.118462
Hidden,58:be:72:7e:a0:c4,11,-72,39.81,WPA2,N/A,Unknown,5d 5h 53m,00001a002f48000009d34a6a0000000000029e09a000b800000080000000ffffffffffff58be727ea0c458be727ea0c4a09b...,2026-04-10T03:55:58.238426
Nora,58:be:72:7f:6c:5c,11,-72,39.81,WPA,N/A,Unknown,6d 12h 47m,00001a002f4800002b452f870000000000029e09a000b800000080000000ffffffffffff58be727f6c5c58be727f6c5c90c1...,2026-04-10T03:55:58.324520
Nora,58:be:72:7f:6c:5c,11,-72,39.81,WPA,N/A,Unknown,6d 12h 47m,00001a002f480000e1404f6a0000000000029e09a000b800000080000000ffffffffffff58be727f6c5c58be727f6c5cb0c1...,2026-04-10T03:55:58.528218
Nora,58:be:72:7f:6c:5c,11,-74,50.12,WPA,N/A,Unknown,6d 12h 47m,00001a002f4800009a61526a000000000002a309a000b600000080000000ffffffffffff58be727f6c5c58be727f6c5cd0c1...,2026-04-10T03:55:58.733773
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000347b5f6a0000000000026c09a000bc00000080000000ffffffffffff609bb42b503c609bb42b503cb0d2...,2026-04-10T03:55:59.614140
WE_EDF20C,20:e8:82:ed:f2:0c,1,-62,12.59,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800000dba857a0000000000026c09a000c200000080000000ffffffffffff20e882edf20c20e882edf20ce01d...,2026-04-10T03:55:59.634332
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-80,100.0,WPA,N/A,Unknown,0d 7h 5m,00001a002f4800003bf390cc0000000000026c09a000b000000080000000ffffffffffff2479ef2a26e02479ef2a26e0b06e...,2026-04-10T03:55:59.644804
WE_EDF20C,20:e8:82:ed:f2:0c,1,-62,12.59,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000339dc6f00000000000026c09a000c200000080000000ffffffffffff20e882edf20c20e882edf20cf01d...,2026-04-10T03:55:59.726857
WE_EDF20C,20:e8:82:ed:f2:0c,1,-62,12.59,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000cbd093cc0000000000026c09a000c200000080000000ffffffffffff20e882edf20c20e882edf20c001e...,2026-04-10T03:55:59.822093
WE_EDF20C,20:e8:82:ed:f2:0c,1,-62,12.59,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000a27995cc0000000000026c09a000c200000080000000ffffffffffff20e882edf20c20e882edf20c101e...,2026-04-10T03:55:59.933786
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000d78996cc0000000000027109a000bc00000080000000ffffffffffff609bb42b503c609bb42b503cf0d2...,2026-04-10T03:56:00.003899
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f4800003a468d7a0000000000027109a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c00d3...,2026-04-10T03:56:00.114665
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000f3888d7a0000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20c301e...,2026-04-10T03:56:00.128551
WE_EDF20C,20:e8:82:ed:f2:0c,1,-80,100.0,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f48000053c19ecc0000000000027609a000b000000080000000ffffffffffff20e882edf20c20e882edf20c701e...,2026-04-10T03:56:00.554401
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000e257a0cc0000000000027609a000c600000080000000ffffffffffff20e882edf20c20e882edf20c801e...,2026-04-10T03:56:00.657206
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000bc95a1cc0000000000027609a000bc00000080000000ffffffffffff609bb42b503c609bb42b503c60d3...,2026-04-10T03:56:00.733911
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000e210977a0000000000027609a000c600000080000000ffffffffffff20e882edf20c20e882edf20c901e...,2026-04-10T03:56:00.766725
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000c098a4cc0000000000027609a000bc00000080000000ffffffffffff609bb42b503c609bb42b503c80d3...,2026-04-10T03:56:00.930236
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000ea089a7a0000000000027609a000c600000080000000ffffffffffff20e882edf20c20e882edf20ce01e...,2026-04-10T03:56:00.953485
Hidden,60:9b:b4:2b:50:3c,2,-72,39.81,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000c628a6cc0000000000027b09a000b800000080000000ffffffffffff609bb42b503c609bb42b503c90d3...,2026-04-10T03:56:01.032676
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000e3c09c7a0000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503ca0d3...,2026-04-10T03:56:01.142128
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f4800006d759d7a0000000000027b09a000b600000080000000ffffffffffff58be727f702458be727f70243032...,2026-04-10T03:56:01.177073
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000f030f25a0000000000027b09a000b600000080000000ffffffffffff58be727f702458be727f70245032...,2026-04-10T03:56:01.383927
Hidden,60:9b:b4:2b:50:3c,2,-72,39.81,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000850cf35a0000000000028009a000b800000080000000ffffffffffff609bb42b503c609bb42b503cd0d3...,2026-04-10T03:56:01.444207
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f48000061b5a37a0000000000028009a000bc00000080000000ffffffffffff58be727f702458be727f70247032...,2026-04-10T03:56:01.582700
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000e370f85a0000000000028009a000bc00000080000000ffffffffffff58be727f702458be727f70249032...,2026-04-10T03:56:01.794169
Hidden,58:be:72:7f:70:24,6,-66,19.95,WPA2,N/A,Unknown,6d 17h 29m,00001a002f4800000cb1fe5a0000000000028509a000be00000080000000ffffffffffff58be727f702458be727f7024d032...,2026-04-10T03:56:02.212514
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000e9d0015b0000000000028509a000bc00000080000000ffffffffffff58be727f702458be727f7024f032...,2026-04-10T03:56:02.415171
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 29m,00001a002f4800005b66045b0000000000028a09a000b800000080000000ffffffffffff484c29a6b588484c29a6b588b0de...,2026-04-10T03:56:02.591555
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000920bee5a0000000000028a09a000bc00000080000000ffffffffffff58be727f702458be727f70241033...,2026-04-10T03:56:02.613586
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f4800000211085b0000000000028a09a000bc00000080000000ffffffffffff58be727f702458be727f70243033...,2026-04-10T03:56:02.817670
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 29m,00001a002f48000029310b5b0000000000028a09a000bc00000080000000ffffffffffff58be727f702458be727f70245033...,2026-04-10T03:56:03.030580
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000f5500e5b0000000000028f09a000b800000080000000ffffffffffff58be727f702458be727f70247033...,2026-04-10T03:56:03.226440
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 29m,00001a002f480000ee70115b0000000000028f09a000b800000080000000ffffffffffff58be727f702458be727f70249033...,2026-04-10T03:56:03.431414
