SSID,BSSID,Channel,PWR,Distance,Auth,WPS,Manufacturer,Uptime,Beacons,Timestamp
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000f4d00d590000000000028509a000b800000080000000ffffffffffff58be727f702458be727f7024b01e...,2026-04-10T03:55:29.637712
Vodafone_VDSL,f4:fc:49:3b:c3:c8,6,-78,79.43,WPA2,V1.0 (PBC/PIN),Unknown,1d 9h 42m,00001a002f480000356b0f590000000000028509a000b200000080000000fffffffffffff4fc493bc3c8f4fc493bc3c87083...,2026-04-10T03:55:29.758650
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 28m,00001a002f4800009a4616410000000000028509a000b800000080000000ffffffffffff58be727f702458be727f7024d01e...,2026-04-10T03:55:29.850183
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 28m,00001a002f4800001b8112590000000000028509a000b800000080000000ffffffffffff58be727f702458be727f7024e01e...,2026-04-10T03:55:29.952984
Hidden,58:be:72:7f:70:24,6,-76,63.1,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000eea015590000000000028a09a000b400000080000000ffffffffffff58be727f702458be727f7024001f...,2026-04-10T03:55:30.148723
Hidden,58:be:72:7f:70:24,6,-70,31.62,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000eb501a590000000000028a09a000ba00000080000000ffffffffffff58be727f702458be727f7024301f...,2026-04-10T03:55:30.457977
Hidden,58:be:72:7f:70:24,6,-76,63.1,WPA2,N/A,Unknown,6d 17h 28m,00001a002f48000003e11b590000000000028a09a000b400000080000000ffffffffffff58be727f702458be727f7024401f...,2026-04-10T03:55:30.560021
Hidden,58:be:72:7f:70:24,6,-70,31.62,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000f59020590000000000028f09a000ba00000080000000ffffffffffff58be727f702458be727f7024701f...,2026-04-10T03:55:30.867160
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 28m,00001a002f4800007c9621590000000000028f09a000b400000080000000ffffffffffff484c29a6b588484c29a6b58880ca...,2026-04-10T03:55:30.942674
Hidden,58:be:72:7f:70:24,6,-76,63.1,WPA2,N/A,Unknown,6d 17h 28m,00001a002f4800004e3b0b590000000000028f09a000b400000080000000ffffffffffff58be727f702458be727f7024801f...,2026-04-10T03:55:30.977024
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 28m,00001a002f48000096b624590000000000029409a000b400000080000000ffffffffffff484c29a6b588484c29a6b588a0ca...,2026-04-10T03:55:31.143335
Hidden,58:be:72:7e:a0:c4,11,-76,63.1,WPA2,N/A,Unknown,5d 5h 53m,00001a002f48000011dc0e590000000000029409a000b400000080000000ffffffffffff58be727ea0c458be727ea0c4108b...,2026-04-10T03:55:31.209550
Hidden,58:be:72:7e:a0:c4,11,-72,39.81,WPA2,N/A,Unknown,5d 5h 53m,00001a002f480000ef0093850000000000029409a000b800000080000000ffffffffffff58be727ea0c458be727ea0c4208b...,2026-04-10T03:55:31.316980
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 53m,00001a002f48000031649c850000000000029909a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4808b...,2026-04-10T03:55:31.938854
Nora,58:be:72:7f:6c:5c,11,-80,100.0,WPA,N/A,Unknown,6d 12h 46m,00001a002f480000dfd5a0850000000000029e09a000b000000080000000ffffffffffff58be727f6c5c58be727f6c5c20b1...,2026-04-10T03:55:32.211551
Nora,58:be:72:7f:6c:5c,11,-72,39.81,WPA,N/A,Unknown,6d 12h 46m,00001a002f4800007a43bf680000000000029e09a000b800000080000000ffffffffffff58be727f6c5c58be727f6c5c30b1...,2026-04-10T03:55:32.313974
Hidden,58:be:72:7e:a0:c4,11,-74,50.12,WPA2,N/A,Unknown,5d 5h 53m,00001a002f480000f07dbf680000000000029e09a000b600000080000000ffffffffffff58be727ea0c458be727ea0c4c08b...,2026-04-10T03:55:32.330171
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 53m,00001a002f480000e730a4850000000000029e09a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4d08b...,2026-04-10T03:55:32.432208
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 53m,00001a002f480000e500ac85000000000002a309a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4208c...,2026-04-10T03:55:32.951087
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000804db7850000000000026c09a000bc00000080000000ffffffffffff609bb42b503c609bb42b503ce0c2...,2026-04-10T03:55:33.704336
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 4m,00001a002f480000fb54fb780000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e0b05e...,2026-04-10T03:55:33.779270
Hidden,60:9b:b4:2b:50:3c,2,-76,63.1,WPA2,N/A,Unknown,1d 12h 21m,00001a002f4800004fc73aef0000000000026c09a000b400000080000000ffffffffffff609bb42b503c609bb42b503cf0c2...,2026-04-10T03:55:33.793780
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000eef9fb780000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20cb00c...,2026-04-10T03:55:33.815876
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 4m,00001a002f4800004dda08cb0000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e0d05e...,2026-04-10T03:55:33.958870
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800005b503eef0000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20cd00c...,2026-04-10T03:55:34.019901
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 4m,00001a002f48000026510acb0000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e0e05e...,2026-04-10T03:55:34.042465
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800005ce03fef0000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20ce00c...,2026-04-10T03:55:34.131525
Hidden,60:9b:b4:2b:50:3c,2,-72,39.81,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000c0c70ccb0000000000027109a000b800000080000000ffffffffffff609bb42b503c609bb42b503c30c3...,2026-04-10T03:55:34.204794
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000eb6003790000000000027109a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c40c3...,2026-04-10T03:55:34.305835
Hidden,60:9b:b4:2b:50:3c,2,-72,39.81,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000e68006790000000000027109a000b800000080000000ffffffffffff609bb42b503c609bb42b503c60c3...,2026-04-10T03:55:34.520302
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000e71008790000000000027609a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c70c3...,2026-04-10T03:55:34.621020
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000e7090a790000000000027609a000c600000080000000ffffffffffff20e882edf20c20e882edf20c400d...,2026-04-10T03:55:34.739227
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000ccb717cb0000000000027609a000bc00000080000000ffffffffffff609bb42b503c609bb42b503ca0c3...,2026-04-10T03:55:34.932005
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000e4b90e790000000000027b09a000c600000080000000ffffffffffff20e882edf20c20e882edf20c700d...,2026-04-10T03:55:35.055165
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f4800003b8c1bcb0000000000027b09a000b600000080000000ffffffffffff58be727f702458be727f70241022...,2026-04-10T03:55:35.175143
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000b80c63590000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503cd0c3...,2026-04-10T03:55:35.239897
Hidden,58:be:72:7f:70:24,6,-76,63.1,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000282512790000000000027b09a000b400000080000000ffffffffffff58be727f702458be727f70242022...,2026-04-10T03:55:35.268896
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000b39c64590000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503ce0c3...,2026-04-10T03:55:35.324561
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 28m,00001a002f48000021b513790000000000027b09a000b800000080000000ffffffffffff58be727f702458be727f70243022...,2026-04-10T03:55:35.378355
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000c02c66590000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503cf0c3...,2026-04-10T03:55:35.432241
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f48000022f519790000000000028009a000bc00000080000000ffffffffffff58be727f702458be727f70247022...,2026-04-10T03:55:35.795887
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000f4d071590000000000028509a000bc00000080000000ffffffffffff58be727f702458be727f7024b022...,2026-04-10T03:55:36.199813
Vodafone_VDSL,f4:fc:49:3b:c3:c8,6,-78,79.43,WPA2,V1.0 (PBC/PIN),Unknown,1d 9h 42m,00001a002f480000f7da71590000000000028509a000b200000080000000fffffffffffff4fc493bc3c8f4fc493bc3c86087...,2026-04-10T03:55:36.218804
Vodafone_VDSL,f4:fc:49:3b:c3:c8,6,-80,100.0,WPA2,V1.0 (PBC/PIN),Unknown,1d 9h 42m,00001a002f480000e6507a410000000000028509a000b000000080000000fffffffffffff4fc493bc3c8f4fc493bc3c88087...,2026-04-10T03:55:36.402291
Hidden,58:be:72:7f:70:24,6,-78,79.43,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000e3d67b410000000000028509a000b200000080000000ffffffffffff58be727f702458be727f7024e022...,2026-04-10T03:55:36.511414
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 28m,00001a002f48000095a67a590000000000028a09a000b800000080000000ffffffffffff484c29a6b588484c29a6b58810ce...,2026-04-10T03:55:36.778552
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 28m,00001a002f480000f1e066590000000000028a09a000b800000080000000ffffffffffff484c29a6b588484c29a6b58830ce...,2026-04-10T03:55:36.985533
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f48000067cb70590000000000028f09a000b600000080000000ffffffffffff58be727f702458be727f70249023...,2026-04-10T03:55:37.632625
AASR,48:4c:29:a6:b5:88,9,-70,31.62,WPA,N/A,Unknown,6d 17h 28m,00001a002f4800002a478a590000000000029409a000ba00000080000000ffffffffffff484c29a6b588484c29a6b588b0ce...,2026-04-10T03:55:37.803966
Nora,58:be:72:7f:6c:5c,11,-78,79.43,WPA,N/A,Unknown,6d 12h 46m,00001a002f480000412e74590000000000029409a000b200000080000000ffffffffffff58be727f6c5c58be727f6c5cb0b4...,2026-04-10T03:55:37.856556
Hidden,58:be:72:7e:a0:c4,11,-76,63.1,WPA2,N/A,Unknown,5d 5h 53m,00001a002f480000770017690000000000029409a000b400000080000000ffffffffffff58be727ea0c458be727ea0c4408f...,2026-04-10T03:55:38.070547
Nora,58:be:72:7f:6c:5c,11,-74,50.12,WPA,N/A,Unknown,6d 12h 46m,00001a002f480000634603860000000000029e09a000b600000080000000ffffffffffff58be727f6c5c58be727f6c5c30b5...,2026-04-10T03:55:38.663907
Nora,58:be:72:7f:6c:5c,11,-72,39.81,WPA,N/A,Unknown,6d 12h 46m,00001a002f480000e74023690000000000029e09a000b800000080000000ffffffffffff58be727f6c5c58be727f6c5c50b5...,2026-04-10T03:55:38.866734
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 28m,00001a002f480000759425690000000000029e09a000b800000080000000ffffffffffff484c29a6b588484c29a6b58870cf...,2026-04-10T03:55:39.018797
Nora,58:be:72:7f:6c:5c,11,-74,50.12,WPA,N/A,Unknown,6d 12h 46m,00001a002f4800002bef86590000000000029e09a000b600000080000000ffffffffffff58be727f6c5c58be727f6c5c70b5...,2026-04-10T03:55:39.072806
Nora,58:be:72:7f:6c:5c,11,-74,50.12,WPA,N/A,Unknown,6d 12h 46m,00001a002f480000f5e03269000000000002a809a000b600000080000000ffffffffffff58be727f6c5c58be727f6c5c00b6...,2026-04-10T03:55:39.915211
Hidden,58:be:72:7e:a0:c4,11,-76,63.1,WPA2,N/A,Unknown,5d 5h 53m,00001a002f480000feb03469000000000002a809a000b400000080000000ffffffffffff58be727ea0c458be727ea0c47090...,2026-04-10T03:55:40.026242
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800004a261a860000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20cb010...,2026-04-10T03:55:40.162961
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f4800000ef868cb0000000000026c09a000bc00000080000000ffffffffffff609bb42b503c609bb42b503ce0c6...,2026-04-10T03:55:40.253986
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000b3695e790000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20ce010...,2026-04-10T03:55:40.266722
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 4m,00001a002f48000034a169cb0000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e0b062...,2026-04-10T03:55:40.288106
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 4m,00001a002f480000b3709fef0000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e0c062...,2026-04-10T03:55:40.398656
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800004dc0a0ef0000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20c0011...,2026-04-10T03:55:40.469461
WE_EDF20C,20:e8:82:ed:f2:0c,1,-62,12.59,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000caa06fcb0000000000027109a000c200000080000000ffffffffffff20e882edf20c20e882edf20c4011...,2026-04-10T03:55:40.687116
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000cac072cb0000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20c8011...,2026-04-10T03:55:40.883166
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 4m,00001a002f480000360173cb0000000000027109a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e01063...,2026-04-10T03:55:40.906471
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800004990a8ef0000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20cb011...,2026-04-10T03:55:40.982031
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000cbe075cb0000000000027609a000c000000080000000ffffffffffff20e882edf20c20e882edf20cc011...,2026-04-10T03:55:41.083111
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000cb7077cb0000000000027609a000c000000080000000ffffffffffff20e882edf20c20e882edf20cd011...,2026-04-10T03:55:41.198638
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000cb0079cb0000000000027609a000c000000080000000ffffffffffff20e882edf20c20e882edf20ce011...,2026-04-10T03:55:41.301708
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f48000007b87bcb0000000000027b09a000bc00000080000000ffffffffffff609bb42b503c609bb42b503ca0c7...,2026-04-10T03:55:41.473284
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000287571790000000000027b09a000b600000080000000ffffffffffff58be727f702458be727f7024f025...,2026-04-10T03:55:41.515599
Hidden,60:9b:b4:2b:50:3c,2,-76,63.1,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000b0ecc3590000000000027b09a000b400000080000000ffffffffffff609bb42b503c609bb42b503cb0c7...,2026-04-10T03:55:41.575106
Hidden,58:be:72:7f:70:24,6,-82,125.89,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000530573790000000000027b09a000ae00000080000000ffffffffffff58be727f702458be727f70240026...,2026-04-10T03:55:41.617420
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f4800009f7cc5590000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503cc0c7...,2026-04-10T03:55:41.692691
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000639574790000000000027b09a000b600000080000000ffffffffffff58be727f702458be727f70241026...,2026-04-10T03:55:41.718797
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000a30cc7590000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503cd0c7...,2026-04-10T03:55:41.792426
Hidden,58:be:72:7f:70:24,6,-80,100.0,WPA2,N/A,Unknown,6d 17h 28m,00001a002f4800002d2576790000000000027b09a000b000000080000000ffffffffffff58be727f702458be727f70242026...,2026-04-10T03:55:41.824226
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f4800000971cc590000000000028009a000bc00000080000000ffffffffffff58be727f702458be727f70246026...,2026-04-10T03:55:42.138353
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000e790cf590000000000028009a000bc00000080000000ffffffffffff58be727f702458be727f70248026...,2026-04-10T03:55:42.350437
Hidden,58:be:72:7f:70:24,6,-70,31.62,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000efd0d5590000000000028509a000ba00000080000000ffffffffffff58be727f702458be727f7024c026...,2026-04-10T03:55:42.754325
Hidden,58:be:72:7f:70:24,6,-70,31.62,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000eff0d8590000000000028509a000ba00000080000000ffffffffffff58be727f702458be727f7024e026...,2026-04-10T03:55:42.958794
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f4800000331df590000000000028a09a000bc00000080000000ffffffffffff58be727f702458be727f70243027...,2026-04-10T03:55:43.367465
Hidden,58:be:72:7f:70:24,6,-76,63.1,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000f3c0e0590000000000028a09a000b400000080000000ffffffffffff58be727f702458be727f70244027...,2026-04-10T03:55:43.470105
AASR,48:4c:29:a6:b5:88,9,-74,50.12,WPA,N/A,Unknown,6d 17h 28m,00001a002f48000084c6e1590000000000028a09a000b600000080000000ffffffffffff484c29a6b588484c29a6b588a0d2...,2026-04-10T03:55:43.536953
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f480000708bce590000000000028f09a000b600000080000000ffffffffffff58be727f702458be727f70247027...,2026-04-10T03:55:43.776700
AASR,48:4c:29:a6:b5:88,9,-70,31.62,WPA,N/A,Unknown,6d 17h 28m,00001a002f4800008706e8590000000000028f09a000ba00000080000000ffffffffffff484c29a6b588484c29a6b588f0d2...,2026-04-10T03:55:43.951490
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 28m,00001a002f48000079abd1590000000000028f09a000b600000080000000ffffffffffff58be727f702458be727f70249027...,2026-04-10T03:55:43.981758
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 46m,00001a002f4800007ef4eb590000000000029409a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5ca0b8...,2026-04-10T03:55:44.195626
AASR,48:4c:29:a6:b5:88,9,-70,31.62,WPA,N/A,Unknown,6d 17h 28m,00001a002f4800009dd476690000000000029409a000ba00000080000000ffffffffffff484c29a6b588484c29a6b58840d3...,2026-04-10T03:55:44.348367
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 46m,00001a002f480000ad2dd8590000000000029409a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5cc0b8...,2026-04-10T03:55:44.398510
AASR,48:4c:29:a6:b5:88,9,-70,31.62,WPA,N/A,Unknown,6d 17h 28m,00001a002f4800008bf479690000000000029409a000ba00000080000000ffffffffffff484c29a6b588484c29a6b58860d3...,2026-04-10T03:55:44.548727
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 46m,00001a002f4800002b4fdb590000000000029909a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5ce0b8...,2026-04-10T03:55:44.602128
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 46m,00001a002f480000c7e27d690000000000029909a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5c00b9...,2026-04-10T03:55:44.807658
Hidden,58:be:72:7e:a0:c4,11,-72,39.81,WPA2,N/A,Unknown,5d 5h 53m,00001a002f48000034ae7f690000000000029909a000b800000080000000ffffffffffff58be727ea0c458be727ea0c47093...,2026-04-10T03:55:44.926527
AASR,48:4c:29:a6:b5:88,9,-74,50.12,WPA,N/A,Unknown,6d 17h 28m,00001a002f4800004e7766860000000000029e09a000b600000080000000ffffffffffff484c29a6b588484c29a6b588c0d3...,2026-04-10T03:55:45.163402
Hidden,58:be:72:7e:a0:c4,11,-74,50.12,WPA2,N/A,Unknown,5d 5h 53m,00001a002f480000827ae6590000000000029e09a000b600000080000000ffffffffffff58be727ea0c458be727ea0c4b093...,2026-04-10T03:55:45.335709
Nora,58:be:72:7f:6c:5c,11,-74,50.12,WPA,N/A,Unknown,6d 12h 46m,00001a002f4800000ba57086000000000002a309a000b600000080000000ffffffffffff58be727f6c5c58be727f6c5ca0b9...,2026-04-10T03:55:45.846632
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000c30a99690000000000026c09a000bc00000080000000ffffffffffff609bb42b503c609bb42b503cc0ca...,2026-04-10T03:55:46.627167
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 5m,00001a002f4800009f8cbf790000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e0b066...,2026-04-10T03:55:46.650177
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f48000059acffef0000000000026c09a000ba00000080000000ffffffffffff609bb42b503c609bb42b503cd0ca...,2026-04-10T03:55:46.710415
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f480000e400c2790000000000026c09a000bc00000080000000ffffffffffff609bb42b503c609bb42b503ce0ca...,2026-04-10T03:55:46.794318
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800007089c5790000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20ce015...,2026-04-10T03:55:47.036290
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f48000025d3d1cb0000000000027109a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c10cb...,2026-04-10T03:55:47.110363
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800000a2ec7790000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20cf015...,2026-04-10T03:55:47.131939
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f4800003f5dd3cb0000000000027109a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c20cb...,2026-04-10T03:55:47.237342
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f48000083acc8790000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20c0016...,2026-04-10T03:55:47.250744
Hidden,60:9b:b4:2b:50:3c,2,-72,39.81,WPA2,N/A,Unknown,1d 12h 21m,00001a002f4800003dc8d4cb0000000000027109a000b800000080000000ffffffffffff609bb42b503c609bb42b503c30cb...,2026-04-10T03:55:47.306856
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800006e39ca790000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20c1016...,2026-04-10T03:55:47.331445
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 21m,00001a002f4800004158d6cb0000000000027109a000bc00000080000000ffffffffffff609bb42b503c609bb42b503c40cb...,2026-04-10T03:55:47.423398
WE_EDF20C,20:e8:82:ed:f2:0c,1,-68,25.12,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f4800006dc9cb790000000000027109a000bc00000080000000ffffffffffff20e882edf20c20e882edf20c2016...,2026-04-10T03:55:47.434341
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 21m,00001a002f48000041e8d7cb0000000000027609a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c50cb...,2026-04-10T03:55:47.514336
WE_EDF20C,20:e8:82:ed:f2:0c,1,-60,10.0,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 8m,00001a002f480000855ccd790000000000027609a000c400000080000000ffffffffffff20e882edf20c20e882edf20c3016...,2026-04-10T03:55:47.538234
